sentiment	date	title
1	8/8/2017 2:00	Nigerian oil and gas unions fight against precarious work - IndustriALL Global Union
1	8/14/2017 2:00	"PepsiCo’s Greenwash: All Talk, No Action - Rainforest Action Network"
-1	8/29/2017 2:00	"Harvey could drive up gas prices, losses - Supply Chain Dive"
1	8/30/2017 2:00	Refinery to flight: The journey of a barrel of jet fuel - DLA
-1	9/11/2017 2:00	"Hurricane Harvey caused U.S. Gulf Coast refinery runs to drop, gasoline prices to rise - EIA"
1	9/26/2017 23:01	Downstream - McKinsey
1	9/29/2017 2:00	Companies' ‘zero deforestation’ pledges: everything you need to know - The Guardian
1	10/16/2017 2:00	The rise and fall of black gold: is peak oil demand just around the corner? - Wood Mackenzie
1	10/19/2017 2:00	All go at LAGCOE for Scottish O&G firms - Scottish Enterprise
1	10/23/2017 2:00	New data takes Trase soy supply chain mapping to the next level - Stockholm Environment Institute
1	10/26/2017 2:00	Ask an Expert: The Role of Steel in a Changing Oil Industry - POSCO
0	10/27/2017 2:00	"Nestlé, Hershey and Mars 'breaking promises over palm oil use' - The Guardian"
1	10/27/2017 2:00	Irving Oil To Pay $4M For Its Role In Lac Megantic Disaster - Canadian Manufacturing
-1	11/8/2017 2:00	"Broad, International Coalition Calls Out PepsiCo for Ongoing Deforestation, Labor Rights Abuses in Palm Oil Supply Chain - Rainforest Action Network"
1	11/8/2017 2:00	Four Years and Counting: When Will PepsiCo Cut Conflict Palm Oil? - Rainforest Action Network
1	11/8/2017 2:00	Open Letter to PepsiCo: Address The Real Costs Of Conflict Palm Oil - Rainforest Action Network
0	11/17/2017 2:00	Best Practices in Oil and Gas Supply Chain and Procurement - SupplyChainBrain
1	11/22/2017 2:00	What Harvey Taught Us: Lessons From The Energy Industry - Forbes
1	11/23/2017 2:00	"New map helps track palm-oil supply chains in Borneo - Forests News, Center for International Forestry Research"
1	11/29/2017 2:00	UK Trade Envoy leads oil and gas trade mission to Uganda - GOV.UK
1	12/6/2017 2:00	Making Deforestation-Free Supply Chains A Reality: The Accountability Framework - The Nature Conservancy
1	12/20/2017 2:00	Chapter 4. Scotland's Economic Opportunity - The future of energy in Scotland: Scottish energy strategy - Scottish Government News
1	12/21/2017 2:00	USAID Promotes Strategic Partnerships in Ghana’s Oil and Gas Sector - US Embassy in Ghana
1	1/11/2018 2:00	"Oil Giants See a Future in Offshore Wind Power. Their Suppliers Are Investing, Too. - InsideClimate News"
1	1/12/2018 2:00	"Ahold Delhaize, Albertsons, Target Join Sustainable Palm Oil Network - Progressive Grocer"
1	1/14/2018 2:00	Pertamina Hulu Mahakam makes first crude oil shipment - The Jakarta Post
1	1/20/2018 2:00	Characterising the distribution of methane and carbon dioxide emissions from the natural gas supply chain - ScienceDirect.com
-1	1/31/2018 2:00	Cutting Methane Emissions from Oil and Gas Production: One of the Year’s Biggest Energy Challenges - Rocky Mountain Institute
1	2/14/2018 2:00	NextGen Supply Chain: NextGen Technologies Are Already Here - SCMR
1	2/20/2018 2:00	"Unilever publicly discloses palm oil supply chain: ‘You can’t outsource your responsibilities,’ says Polman - FoodNavigator.com"
1	2/21/2018 2:00	Louisiana Offshore Oil Port loads first oil for export - WorkBoat
1	2/22/2018 2:00	"Britain and Europe must tighten palm oil supply chains to save forests, EU parliament told - The Guardian"
1	2/28/2018 2:00	Unilever Aims for Palm Oil Sourcing Transparency - Consumer Goods Technology
1	3/6/2018 2:00	South Sudan’s leadership uses state-owned oil company Nilepet to funnel millions into brutal security services and ethnic militias - Global Witness
1	3/13/2018 2:00	"Oil palm landscapes: Playing the long game with palm oil - Forests News, Center for International Forestry Research"
1	3/13/2018 2:00	Procurement Performance Measurement in 2018 - SCMR
1	3/13/2018 2:00	SOS carved into palm oil plantation to highlight impact on Indonesia's people and wildlife - ABC News
1	3/18/2018 21:33	Pennsylvania - Earthworks
1	3/19/2018 2:00	Dutch companies largest European consumers of palm oil despite mass violations of human rights - CNV Internationaal
1	3/19/2018 2:00	Moment of Truth - Greenpeace International
1	3/26/2018 2:00	"Turning down the heat in Indonesia’s oil palm industry - Forests News, Center for International Forestry Research"
1	3/27/2018 2:00	Getka Energy Announces $250 Million Capital Commitment from EnCap Flatrock Midstream - Business Wire
1	3/28/2018 2:00	Renish Group expands Hamriyah oil storage with Alaska International launch - Logistics Middle East
-1	4/1/2018 2:00	Metal mining constraints on the electric mobility horizon - McKinsey
1	4/1/2018 2:00	"Interview with Dr. Raymond Gerald Bailey, President of Petroteq Energy: Oil Recovery, Alternative Energy, Blockchain - Energies Media"
1	4/10/2018 2:00	Iceland to be first UK supermarket to cut palm oil from own-brand products - The Guardian
1	4/17/2018 2:00	P&G pledges 100% renewable energy at its plants - Supply Chain Dive
1	4/25/2018 2:00	Efficio promotes Middle East Director David Mooney to vice president - Consultancy-me.com
0	4/30/2018 2:00	Scotland’s oil and gas sector sustains strong international reputation - Scottish Enterprise
0	5/4/2018 2:00	Neste continues to improve supply chain transparency – publishes updated palm oil and new PFAD supplier data - Neste
1	5/23/2018 2:00	"Australia imports almost all of its oil, and there are pitfalls all over the globe - The Conversation Australia & New Zealand"
1	5/25/2018 2:00	‘Deforestation-free’ palm oil not as simple as it sounds | Imperial News - Imperial College London
1	6/15/2018 2:00	FAME in Gas Oil: What this means to Gas Oil users - CPS Fuels
1	6/23/2018 2:00	Major studies reveal 60% more methane emissions - Environmental Defense Fund
1	6/24/2018 2:00	White Oil Pipeline to be completed by first quarter of 2019 - The Express Tribune
1	7/5/2018 2:00	2 execs quit palm oil giant Wilmar after Greenpeace deforestation report - The Straits Times
0	7/16/2018 2:00	"Towards a More Sustainable and Efficient Palm Oil Supply Chain in Berau, East Kalimantan - Climate Policy Initiative"
1	7/19/2018 2:00	Investigative report reveals palm oil from major traders compromises deforestation-free commitm - WWF
1	7/25/2018 2:00	McDonald's is using cooking oil to fuel trucks; here's how they're doing it - Business Today
1	8/1/2018 2:00	BNSF bans retrofitted tank cars from crude oil service - Supply Chain Dive
1	8/20/2018 2:00	We need to talk about palm oil… - Nestle (UK)
1	8/24/2018 2:00	"Start-up in China turns gutter oil into green fuels, tackling problem of reuse by eateries - The Straits Times"
1	8/29/2018 2:00	Saskatchewan Oil and Gas Supply Chain Forum is coming - SaskToday.ca
1	9/4/2018 2:00	Shell remains as BMW’s recommended oil supplier - Shell Global
1	9/14/2018 2:00	Nestlé targets palm oil deforestation with ‘game-changing’ satellite monitoring tech - FoodNavigator.com
-1	9/14/2018 2:00	Nestlé promise inadequate to stop deforestation for palm oil - Greenpeace International
1	9/14/2018 2:00	Starling - Nestle (UK)
1	9/24/2018 2:00	Palm oil refinery loaded with dirty palm oil occupied by Greenpeace - Greenpeace UK
1	9/25/2018 2:00	Deforestation-linked palm oil still finding its way into top consumer brands: report - Mongabay.com
1	9/27/2018 2:00	Greenpeace occupies Unilever's 'dirty' palm oil supplier - Cosmetics Business
1	10/5/2018 2:00	Nestlé ready to share evidence of deforestation in palm oil supply chain - SWI swissinfo.ch in English
1	10/27/2018 2:00	Fighting deforestation with technology - The ASEAN Post
1	11/6/2018 2:00	Commencement of RSPO Certified Fatty Acids Inventory Business - marubeni.com
1	11/12/2018 2:00	Leadership in transformation: BHGE CEO Lorenzo Simonelli on a changing industry - Oil and Gas Middle East
1	11/13/2018 2:00	Greenpeace unveils a new Oreo flavor: Deforestation - Fast Company
1	11/13/2018 2:00	"Mondelez cuts ties with 12 palm oil suppliers, citing deforestation - Supply Chain Dive"
1	11/13/2018 2:00	Palm oil: Oreo and Cadbury linked to destruction of orangutan habitat - Greenpeace UK
1	11/14/2018 2:00	Oreo maker linked to destruction of orangutan habitat in Indonesia - Mongabay.com
1	11/21/2018 2:00	ORE Catapult appoints oil veteran as Aberdeen renewables supply chain lead - Energy Voice
1	11/22/2018 2:00	Exclusive: Aramco VP of supply chain and procurement comments on IKTVA program - Oil and Gas Middle East
-1	11/23/2018 2:00	Is palm oil the new plastic? Big brands and suppliers under fire over deforestation - GreenBiz
1	11/29/2018 2:00	VAKT oil post trade blockchain goes live - Ledger Insights
-1	11/29/2018 2:00	Commodity producers warn of shipment delays if Alberta adds more oil railcars - The Globe and Mail
0	12/5/2018 2:00	Opinion: Working with farmers to achieve a sustainable palm oil process - Devex
0	12/5/2018 2:00	Apache Achieves First Oil at Garten - Offshore Engineer
1	12/10/2018 2:00	Abu Dhabi Oil reveals IBM blockchain supply chain pilot - Ledger Insights
0	12/10/2018 2:00	ADNOC and IBM Successfully Pilot a Blockchain Application for Oil Production - Supply and Demand Chain Executive
1	12/10/2018 2:00	Abu Dhabi National Oil Company Partners IBM to Pilot Blockchain Across its Value Chain - Yahoo Finance
1	12/10/2018 2:00	Palm oil giant Wilmar pledges ‘no deforestation’ - New Food
0	12/10/2018 2:00	Breakthrough as world’s largest palm oil trader gives forest destroyers nowhere to hide - Greenpeace UK
1	12/11/2018 2:00	China ZhenHua Oil Acquires UAE Oil and Gas Assets - Caixin Global
1	12/12/2018 2:00	BASF adopts RSPO sustainable palm oil model - Cosmetics Business
1	12/18/2018 2:00	Corbion on board with North American Sustainable Palm Oil Network - Snack Food & Wholesale Bakery
1	1/4/2019 6:11	STUART PAYNE - The HR Director Magazine
1	1/16/2019 2:00	The double-edged sword of palm oil - Stanford Doerr School of Sustainability
0	1/18/2019 2:00	The Incredible Ways Shell Uses Artificial Intelligence To Help Transform The Oil And Gas Giant - Forbes
1	1/18/2019 2:00	"Creative solutions to oil waste, sources for fuel of tomorrow - DLA"
-1	2/9/2019 2:00	(PDF) Supply Chain Disruption in Nigeria Oil and Gas Sector: Some Mitigation Strategies - ResearchGate
1	2/12/2019 2:00	Supermarkets' sustainable palm oil not fully traceable - BBC
1	2/13/2019 2:00	The economic contribution of the UK downstream oil sector - Oxford Economics
-1	2/26/2019 2:00	Mexico is being held to ransom by oil thieves and systemic corruption - The Conversation Indonesia
0	3/2/2019 2:00	Decommissioning market advancing offshore the UK - Offshore magazine
1	3/5/2019 2:00	Transfer pricing in the oil and gas sector - International Tax Review
0	3/20/2019 2:00	Clariant offers better product access for oil production customers through new supply base in Indonesia - Clariant
1	3/20/2019 2:00	Defining the invisible supply chain - Atlantic Council
1	3/20/2019 2:00	UK oil and gas industry 'needs £200bn of investment' for future development - BBC
0	3/25/2019 2:00	Oman petro giant PDO optimistic despite low oil prices in 2019 - Construction Week Online
-1	4/1/2019 2:00	Opinion - Crewboats gain favour among oil majors - Riviera Maritime Media
1	4/2/2019 2:00	‘Full supply chain transparency’: Nestle publicly discloses lists of commodity suppliers in industry-first move - FoodNavigator-Asia.com
0	4/12/2019 2:00	A milestone year for the Australian energy supply chain - create digital
0	4/17/2019 2:00	Redeeming a bad reputation: ‘Sustainable palm oil is the best oil we have’ - FoodNavigator.com
1	4/23/2019 2:00	"In Norway, a Jobs Heyday - Offshore Engineer"
0	4/26/2019 2:00	P&G Partners to Improve Environmental Impact and Smallholder Livelihood in Palm Oil Supply Chain - Business Wire
1	4/29/2019 2:00	P&G partners to improve environmental impact and smallholder livelihood in palm oil supply chain - ANTARA English
1	4/29/2019 2:00	Data scientists mapped supply chains of every U.S. city. What it says is bigger than just where your food comes from. - NAU News
1	4/30/2019 2:00	Nestlé verifies three-quarters of its supply chain as deforestation-free | 2019-04-30 | Candy Industry - Snack Food & Wholesale Bakery
1	4/30/2019 2:00	Can Nestlé monitor its palm oil from the sky? - SWI swissinfo.ch in English
1	5/7/2019 2:00	Scottish oil and gas sector remains competitive on the international stage - Scottish Enterprise
1	5/8/2019 2:00	How Vantage Drilling has transformed its supply chain into a mature function - Sustainability Magazine
1	5/9/2019 2:00	"Equinor, Saudi Aramco invest in commodity blockchain startup Data Gumbo - Ledger Insights"
0	5/13/2019 2:00	Capital Project Efficiency and Performance Improvement Strategies for The Oil and Gas Industry - Egypt Oil & Gas
1	5/20/2019 2:00	15 Countries That Control the World’s Oil - 24/7 Wall St.
-1	5/22/2019 2:00	IndustriALL again demands Shell address violations in supply chain - IndustriALL Global Union
1	5/29/2019 2:00	J-WAFS announces seven new seed grants - MIT News
0	5/30/2019 2:00	New SmarTech Analysis report on AM in the oil and gas industry finds $1B+ AM hardware opportunity - VoxelMatters
1	6/18/2019 2:00	New tool helps monitor forest change within commodities supply chains - Mongabay.com
1	6/18/2019 2:00	"Canola meal, oil and seed: a look at profitability across the supply chain - Farm Credit Canada"
1	6/20/2019 2:00	Oil and Gas Tech 2019 Conference and Exhibition | #OGT - Energy Industry Review
0	6/25/2019 0:10	"Our Palm Positive Plan - Mars, Incorporated"
1	6/25/2019 2:00	How Digital Disruption Is Reshaping The Upstream Supply Chain - Wood Mackenzie
1	6/25/2019 2:00	One Downstream - Deloitte
1	6/26/2019 2:00	Following palm oil's journey from plantation to supermarket shelves - Malaysiakini
0	6/28/2019 2:00	Higher Demand For Perforating Systems Strains Supply Chain - Hart Energy
1	7/1/2019 2:00	Pipelines: A Mode Of Transportation That Gets No Respect - Forbes
1	7/9/2019 2:00	Nestle Tests Public Blockchains For Dairy Supply Chain - Forbes
1	7/10/2019 2:00	Regional Wood Fiber Costs vs. Oil Prices: Is there a Correlation? - ResourceWise
1	7/10/2019 2:00	Can jurisdictional certification curb palm oil deforestation in Indonesia? (commentary) - Mongabay.com
1	7/17/2019 2:00	"Orangutan habitats being cleared in areas near palm oil mills, report finds - Mongabay.com"
-1	7/29/2019 2:00	FPSO Boom to Challenge Supply Chain - Offshore Engineer
1	7/29/2019 2:00	Honduran palm oil sector commits to deforestation-free supply chain - FoodNavigator-Latam
1	9/3/2019 2:00	Discover a Career: Life as an Energy Trader - Society of Petroleum Engineers (SPE)
-1	9/3/2019 2:00	Greenpeace halts engagement with Wilmar-Unilever-Mondelez over continued failure to take necessary action to cut deforestation from their supply chains - greenpeace.org
-1	9/14/2019 2:00	Saudi Arabia oil output takes major hit after apparent drone attacks claimed by Yemen rebels - The Washington Post
1	9/17/2019 2:00	Nestlé criticised over migrant palm oil workers in Malaysia - SWI swissinfo.ch in English
1	10/2/2019 2:00	Report links major brands to illegal oil palm plantation in orangutan haven - Mongabay.com
1	10/11/2019 2:00	Enabling Transformation in the Oil and Gas Supply Chain: Infiniti Releases Its Latest Guide for the C-Suite of Oil and Gas Companies - Business Wire
1	10/14/2019 8:45	"Obat Oil, VAE Partner to Boost Supply of Petroleum Products - Business Post Nigeria"
-1	10/15/2019 2:00	U.S. oil and gas jobs fall as drilling declines: Kemp - Reuters
1	10/24/2019 2:00	Can China shift to sustainable palm oil? - China Dialogue Ocean.
0	11/2/2019 2:00	Gulf Oil chose Mahindra Logistics to strengthen its supply chain - Mahindra
0	11/4/2019 2:00	How Oil & Gas Companies Can Successfully Boost Cash Flow Management - American Express
1	11/4/2019 2:00	Why Nestlé won’t meet its zero-deforestation pledge - SWI swissinfo.ch in English
0	11/5/2019 2:00	"Nigerian palm oil producers embrace global standards, certification - Businessday"
1	11/6/2019 2:00	"Makers of Oreos, KitKats among brands linked to Indonesia forest fires - Mongabay.com"
1	11/6/2019 2:00	Nestlé accused of sourcing palm oil linked to forest fires in Indonesia - SWI swissinfo.ch in English
1	11/6/2019 2:00	CDP: 80% of companies set to miss 2020 palm oil deforestation goals - edie.net
1	11/9/2019 2:00	Nestle and Unilever ‘linked to Indonesian forest fires engulfing southeast Asia in noxious haze’ - The Independent
1	11/12/2019 2:00	Nestlé and Mondelēz respond to Greenpeace allegations linking palm oil supply to forest fires - FoodNavigator.com
1	12/4/2019 2:00	Catching fish to feed fish: Report details ‘unsustainable’ fishmeal and oil industry - Mongabay.com
-1	12/9/2019 2:00	PHOTOS: Desperate Orangutans Rescued as Snack Brands Remain Silent About Sourcing Conflict Palm Oil From Singkil-Bengkung rainforests - Rainforest Action Network
1	12/11/2019 2:00	The New Energy Era: The Lithium-Ion Supply Chain - Visual Capitalist
1	1/9/2020 2:00	The crude oil spectrum: Platts periodic table of oil - S&P Global
1	1/16/2020 2:00	How do the Snack Food Giants compare on Cutting Conflict Palm Oil? - Rainforest Action Network
-1	1/16/2020 2:00	Biggest food brands 'failing goals to banish palm oil deforestation' - The Guardian
1	1/21/2020 2:00	Inconsistent showing by Singapore brands on global palm oil ranking - WWF
0	1/30/2020 2:00	Essential tactics to foster innovation in oil and gas - IBM
0	2/7/2020 2:00	Optimizing oil and gas with AI - IBM
1	2/14/2020 2:00	Trains vs. pipelines: 2 Sask. crashes respark debate over risks of moving oil - CBC.ca
-1	2/26/2020 2:00	"Australia has an IEA problem, not a fuel security problem - The Interpreter"
1	2/27/2020 2:00	How Kellogg’s is shaking up its global palm oil strategy - The Grocer
1	3/3/2020 2:00	Tech Talk by Diego Cafaro - Wilton E. Scott Institute for Energy Innovation - Carnegie Mellon University
1	3/5/2020 2:00	How to build deforestation-free supply chains: lessons from Indonesia - World Economic Forum
-1	3/6/2020 2:00	Oil plunges 10% after Opec deal collapses - BBC
0	3/6/2020 2:00	Kellogg removes sustainable palm oil credits in effort to improve supply chain transparency - FoodNavigator.com
1	3/9/2020 2:00	How oil prices got wrapped up in the coronavirus outbreak - Journalist's Resource
1	3/11/2020 2:00	PepsiCo renews sustainable palm oil policy to close supplier loophole - Mongabay.com
1	3/19/2020 2:00	Covid-19 puts North Sea oil and gas in 'paper-thin' position - BBC.com
-1	3/24/2020 2:00	The implications of the coronavirus crisis on the global energy sector and the environment - Atlantic Council
-1	3/30/2020 2:00	Coconut Farmers in Southeast Asia Struggle as Palm Oil Muscles in on Them - Pulitzer Center on Crisis Reporting
-1	4/2/2020 2:00	IEA This Oil Shock Is The Worst In History - OilPrice.com
1	4/2/2020 2:00	Satellites map the global flow of oil - European Space Agency
1	4/3/2020 2:00	Is the world running out of storage space? - Finshots
1	4/8/2020 2:00	Watchdogs lament palm oil giant Wilmar’s exit from forest conservation alliance - Mongabay.com
1	4/13/2020 2:00	The Supply Chain for Food Is Stressed (Published 2020) - The New York Times
-1	4/20/2020 2:00	"As Feared, Crude Oil Prices Tumble Even Further - Asphalt & Rubber"
-1	4/23/2020 2:00	Spearphishing potential to disrupt the oil and gas vertical - IndustrialCyber
-1	4/27/2020 2:00	"Pirates are expanding in West Africa, threatening offshore oil storage - CNBC"
1	4/29/2020 2:00	Company uses satellites track oil glut from space - Yahoo Finance
1	5/1/2020 2:00	"Industry responds to low oil prices, coronavirus pandemic - Offshore magazine"
0	5/4/2020 2:00	Blockchain for palm oil: Malaysia looks to technology and traceability to foster industry trust - FoodNavigator-Asia.com
0	5/7/2020 2:00	Oil prices at an all-time low: good news for transport and logistics? - Upply
1	5/8/2020 2:00	Homing in on methane emissions from the oil and gas industry - UNEP
1	5/13/2020 2:00	The chemicals and petroleum industry guide to closing the skills gap - IBM
-1	5/15/2020 2:00	"Petrofac Warns of Project Delays on COVID-19, Lower Oil Prices - Offshore Engineer"
1	5/15/2020 2:00	Oil and gas after COVID-19: The day of reckoning or a new age of opportunity? - McKinsey
0	5/17/2020 2:00	Five steps for cost reduction in the oil & gas industry - Consultancy.com.au
0	5/17/2020 2:00	Brunei Shell Petroleum: improving efficiency and performance - Supply Chain Digital
1	5/17/2020 2:00	Shell Introduces Helix Ultra Motor Oil to worldwide lubricant market - Supply Chain Digital
1	5/17/2020 2:00	Top Oil and Gas Logistics Companies Worldwide - Energy Digital
0	5/18/2020 2:00	How Shell Lubricants remains ahead of the curve thanks to demand-driven planning - Supply Chain Digital
1	5/19/2020 2:00	Neste’s palm oil and PFAD traceability dashboards have been updated – updates twice a year - Neste
0	5/19/2020 2:00	How to capture savings from the oil-price drop and bolster profits—quickly - McKinsey
-1	5/25/2020 2:00	Kenya’s Turkana oil and gas field shows the challenges of implementing local content policies - LSE
-1	5/28/2020 2:00	The impact of travel restrictions on oil and gas supply chains - Wood Mackenzie
0	5/29/2020 2:00	What’s Next for the Oil and Gas Industry? | Quantzig’s Free Resource Offers Comprehensive Insights into the Challenges Curtailing Operational Excellence - Business Wire
-1	5/29/2020 2:00	"Amid volatile commodity prices, beware of cognitive bias - McKinsey"
0	6/3/2020 2:00	How Shell executed its supply chain transformation - Supply Chain Digital
1	6/3/2020 2:00	AI-assisted acquisitions - IBM
-1	6/4/2020 2:00	Iraq’s Governance Crisis and Food Insecurity - Carnegie Endowment for International Peace
1	6/9/2020 2:00	A New Reality for Oil and Gas Procurement and Supply Chains - BCG
1	6/11/2020 2:00	Tying a carbon tax to the oil price is not a smart idea - Niskanen Center
1	6/11/2020 2:00	| BloombergNEF - BloombergNEF
1	6/24/2020 2:00	"Neste, McDonald’s Netherlands and HAVI enter into circular economy collaboration in the Netherlands - Neste"
1	6/25/2020 2:00	How will coronavirus affect the UK’s oil and gas industry? - Economics Observatory
1	6/25/2020 2:00	AHEAD launches Brunei-Japan hydrogen supply chain for power generation in Tokyo Bay - S&P Global
1	7/12/2020 2:00	Where Does China Get Its Oil? - The Wire
0	7/15/2020 2:00	Palm Oil Spread Volatility Creates Trading Opportunities - CME Group
0	8/1/2020 2:00	How government policies can make waste cooking oil-to-biodiesel supply chains more efficient and sustainable - ScienceDirect.com
0	8/2/2020 2:00	"Modeling enables Thai refining, petrochemicals plant integration - Oil & Gas Journal"
1	8/14/2020 2:00	"Pilipinas Shell closing Tabangao refinery, converting site into import terminal - Oil & Gas Journal"
1	8/17/2020 2:00	Ben and Jerry’s Maker Uses Phones to Track Sustainable Palm Oil - CSPO
1	8/18/2020 2:00	How we’re using technology to help end deforestation - Unilever
1	8/21/2020 15:48	Planning and Supply Chain Optimization Beyond the Pandemic - Wipro
1	8/25/2020 2:00	Climate change: New UK law to curb deforestation in supply chains - BBC
0	8/31/2020 2:00	Commentary: What makes Alaska’s oil industry unique? - FreightWaves
0	9/4/2020 2:00	Mondelēz International latest to enhance tracing of palm oil sourcing - Compliance Week
1	9/16/2020 17:59	Palm oil - Carrefour Group
0	9/21/2020 2:00	The future of liquefied natural gas: Opportunities for growth - McKinsey
1	9/23/2020 2:00	How Google will help end deforestation in our supply chain - Unilever
1	10/5/2020 2:00	"Mars Palm Positive Plan Delivers Deforestation-Free Palm Oil Supply Chain - Mars, Incorporated"
0	10/8/2020 2:00	Procter & Gamble can do better! - Rainforest Action Network
1	10/9/2020 2:00	Update on our progress on sourcing sustainable palm oil - achieving 100% RSPO certification and beyond - Tesco PLC
1	10/19/2020 2:00	Why The Oil Tanker Business Boomed During COVID-19 Pandemic? - Marine Insight
0	10/26/2020 2:00	Building resilience in petrochemicals - Deloitte
1	10/30/2020 10:46	From the barrel to the pump: the impact of the COVID-19 pandemic on prices for petroleum products - Bureau of Labor Statistics
1	11/2/2020 2:00	COVID-19 hit commodities hard - these 8 charts show what we can expect - World Economic Forum
0	11/11/2020 2:00	The opportunities for collaboration and synergy between the UK offshore oil & gas and wind sectors - Westwood Global Energy Group
-1	11/12/2020 2:00	Persistence of commodity shocks - World Bank
-1	11/13/2020 2:00	"Wholesale marijuana, hemp oil prices fall nationwide amid growing supply of raw material - Marijuana Business Daily"
-1	11/18/2020 2:00	The Next Big Disruption of the Supply Chain Network--Turkey and Greece Clash Over Oil and Gas in the Eastern Mediterranean - Supply and Demand Chain Executive
0	11/18/2020 2:44	Promoting certified sustainable palm oil - WWF
1	11/18/2020 7:07	The world in a carton - Imperial College London
1	11/18/2020 22:00	The Businesses Driving Deforestation - Rainforest Action Network
0	11/25/2020 2:00	Cargill expands segregated sustainable palm oil capacity in North America - Oils & Fats International
-1	11/26/2020 2:00	Trends in global dependency on the Indonesian palm oil and resultant environmental impacts - Nature.com
1	11/26/2020 2:00	"The last oil peak in the history of the world – geopolitical, sociological, and economic factors that shape the future of the Energy sector - Fundacja im. Kazimierza Pułaskiego"
1	12/1/2020 2:00	Just Add Water: Why US Shale’s Next Big Supply-Chain Revolution Is Wet Sand - Society of Petroleum Engineers (SPE)
0	12/7/2020 2:00	Identifying and Implementing Sustainable Strategies for the Oil and Gas Supply Chain | Infiniti’s Thought Leaders Provide Unparalleled Strategies - Business Wire
1	12/8/2020 2:00	#KnowYourPalm: 5 Brands That Use 100% Sustainable Palm Oil in Your Daily-Use Products - The Better India
1	12/8/2020 2:00	RBN Cushing Crude Oil Playbook - RBN Energy
-1	12/10/2020 2:00	Indonesia palm oil traders are failing land and environmental defenders - Global Witness
1	12/16/2020 2:00	Energizing the oil and gas value chain with AI - IBM
1	1/4/2021 2:00	"Agribusiness giants ADM, Bunge trading in ‘conflict’ palm oil, report says - Mongabay.com"
1	1/10/2021 2:00	"Comparative life cycle assessment of sustainable energy carriers including production, storage, overseas transport and utilization - ScienceDirect.com"
0	1/11/2021 2:00	Making palm oil more sustainable - Bangkok Post
-1	1/20/2021 2:00	Oil and Gas Supply Chain Awards Hit a 16-Year Low - Society of Petroleum Engineers (SPE)
1	1/20/2021 2:00	The crude tall oil value chain: Global availability and the influence of regional energy policies - ScienceDirect.com
-1	1/21/2021 2:00	Making Conflict Palm Oil History - The Understory - Rainforest Action Network
1	1/22/2021 2:00	Why the U.S. isn't in desperate need of the Keystone XL pipeline - CBC.ca
1	1/25/2021 2:00	bp completes integrated gas value chain in China with delivery of LNG for downstream customers - BP
1	1/26/2021 2:00	How to Make Sure the Palm Oil in the Products You Buy Is Ethical and Sustainable - Global Citizen
1	1/27/2021 2:00	Renewable fuels set to take off - CSIRO
1	2/1/2021 2:00	6 steps to protect and safeguard children’s rights in the palm oil industry - GreenBiz
1	2/8/2021 2:00	"Bext360: Blockchain for a Transparent, Sustainable Supply Chain - Techstars"
-1	2/10/2021 2:00	"Australia loses another oil refinery, leaving our fuel supply vulnerable to regional crises - ABC News"
1	2/11/2021 2:00	Indonesia’s top palm oil deforesters are the usual shady suspects: Report - Mongabay.com
1	2/15/2021 2:00	What Keystone pipeline cancellation means for crude-by-rail - FreightWaves
1	2/18/2021 2:00	An illustrated history of industrial palm oil - China Dialogue Ocean.
0	3/6/2021 2:00	11 Best Oil Tanker Stocks To Buy Now - Yahoo Finance
1	3/8/2021 10:22	Discover 5 Top Oil & Gas Supply Chain Management Startups - StartUs Insights
1	3/17/2021 2:00	Manufacturing energy and greenhouse gas emissions associated with plastics consumption - ScienceDirect.com
0	3/24/2021 2:00	North Sea deal to protect jobs in green energy transition - GOV.UK
1	3/26/2021 2:00	After the Ever Given: what the ship wedged in the Suez Canal means for global trade - University of Sydney
-1	3/27/2021 2:00	Suez Canal mishap puts battered supply chains under more pressure - The Washington Post
1	3/29/2021 2:00	New energy transition and supply chain manager appointed at Scottish Renewables - Scottish Construction Now
-1	3/30/2021 2:00	The Bad Egg in the Box - Rainforest Action Network
1	4/3/2021 20:59	Oil and Gas Petrochemicals logistics - CEVA Logistics
1	4/18/2021 2:00	Saudi Aramco Explores Supply Chain Finance Initiative - PYMNTS.com
-1	4/22/2021 2:00	"Report: Power Outages Greatly Impacted Natural Gas Production, Transportation During Texas Winter Storm - Energy In Depth"
1	4/26/2021 2:00	Bunge needs to urgently address deforestation and human rights abuses - Global Witness
-1	4/27/2021 2:00	Stalemate: sustainable palm oil struggles to take off in China - China Dialogue Ocean.
1	4/27/2021 2:00	North Korea’s Oil Procurement Networks - The Diplomat
1	4/29/2021 2:00	The Malaysian Sustainable Palm Oil (MSPO) certification is redefining the responsible supply chain - The Parliament Magazine
1	5/10/2021 2:00	Taking on the circular economy in oil and gas - Offshore Technology
1	5/12/2021 2:00	"The net zero workforce: Oil, gas & chemicals - Deloitte"
1	5/12/2021 2:00	Amazon Case Study: Natura’s Supply Chain - Americas Quarterly
-1	5/13/2021 2:00	Cyberattack Forces a Shutdown of a Top U.S. Pipeline (Published 2021) - The New York Times
1	5/13/2021 2:00	The Future of Houston as Energy Transitions - Baker Institute
0	5/15/2021 2:00	A multi-objective optimisation model to reduce greenhouse gas emissions and costs in offshore natural gas upstream chains - ScienceDirect.com
